Spain,murcia,22420.0,31899.0,1980,1.422792149866191,0.8849206560113454,10.370361288772935,10.017753298664472
Spain,galicia,42100.0,55061.2,1927,1.307866983372922,0.8363237141309965,10.91621873430955,10.647826772357497
United States,TEXAS,1306307.04,1888798.17112998,1958,1.445906753384702,0.8944159144552011,14.451451825919152,14.082715426244048
France,Champagne-Ardenne,330470.0,467280.0,1909,1.413986140950767,0.8812793815448442,13.054686068756414,12.70827418858435
United States,WYOMING,109668.28,243958.197256695,1983,2.226023885443426,1.1712503837188268,12.40475626593398,11.605224570582708
France,Val-de-Marne,400.0,560.0,1966,1.4,0.8754687373538999,6.329720905522696,5.993961427306569
United States,ALABAMA,26708.88,10777.26975832789,1887,0.4035088614096844,0.33897543059372953,9.285287326787385,10.19278881339455
France,Lorraine,111117.0,469471.4,1974,4.225018674010276,1.6534583718177467,13.059364789960002,11.618347978706135
United States,NORTH CAROLINA,178059.2,83823.20923143915,1872,0.4707603383112985,0.3857795040161854,11.336477137725234,12.089876974343925
United States,GEORGIA,554411.6,1230404.964075767,1982,2.219298737753264,1.1691635525316493,14.022854724987509,13.225664453872298
France,Provence-Alpes-Côte dAzur,6154.0,21273.42,2017,3.456844328891778,1.4944409660248017,9.965260691025305,8.725020038618554
France,Lorraine,222209.0,1507140.0,2006,6.782533560746865,2.051881935659293,14.225725036602789,12.311378159675444
United States,MICHIGAN,292988.32,451094.0561724363,1930,1.540058821046962,0.93218723865481,13.01943336384283,12.587891436822924
Spain,extremadura,121650.0,117744.0,1992,0.9678914919852034,0.6769626609236259,11.676276548132082,11.708911568482034
United States,NORTH DAKOTA,4415058.8,10483888.52601785,1990,2.373977134626976,1.2160922071674922,16.16535030598131,15.30053193666233
United States,MISSISSIPPI,14163.8,7620.291748312649,1882,0.5380118152129125,0.4304905532469954,8.938701155089607,9.558515292856784
United States,MARYLAND,226620.8,304811.669932506,1895,1.345029538032281,0.8522979979947243,12.627452669950735,12.331037827714768
Spain,andalucia,607337.0,2266415.0,1984,3.731725549406672,1.554289945576718,14.633710287127602,13.316840751968297
Spain,extremadura,338800.0,291310.0,1950,0.8598288075560803,0.620484444540922,12.582146703992207,12.733168193349542
China,group1,3234150.0,16852300.0,2013,5.210735432803057,1.826279316115899,16.63999776330297,14.989277009433014
China,shaanxi,1148900.0,4038000.0,2010,3.514666202454522,1.5073312533395922,15.21126032550224,13.95431639123885
United States,INDIANA,454455.64,382429.7844546048,1942,0.8406434612701759,0.6101152176996314,12.85430296020004,13.0268577865085
United States,WASHINGTON,1009676.6,1139995.645547572,1919,1.129824811947116,0.7560397284266366,13.94653587786422,13.825141629938958
Spain,castilla la mancha,885016.0,473966.5,1922,0.5355456850497619,0.428885813012157,13.068894032925655,13.693362132845124
Spain,valencia,7259.0,24568.0,1992,3.384488221518116,1.4780729078425408,10.109240764646255,8.890135107818843
Italy,Lazio,305880.5949903,162483.7720588473,1894,0.5312,0.42605174171655275,11.99833956595374,12.630953361576044
United States,SOUTH CAROLINA,15377.84,10341.82451556717,1930,0.6725147690161406,0.5143283434841819,9.244048274741283,9.640747817588418
Australia,South Australia,747800.0,841500.0,1951,1.125300882588928,0.7539133841597607,13.642942480966422,13.524892178780208
Australia,Tasmania,2000.0,1800.0,1946,0.9,0.6418538861723948,7.496097345175956,7.601402334583733
United States,WASHINGTON,522037.2,693392.118441106,1900,1.331579242651959,0.8465458245299512,13.449352387812752,13.165496044263874
Spain,murcia,79900.0,75279.0,1925,0.9421652065081352,0.6638034365434127,11.22896977425926,11.288543647320601
United States,WYOMING,105621.48,153494.4480731548,1959,1.452631901074864,0.897161693304688,11.941426191323144,11.567626506386702
France,Centre-Val de Loire,883700.0,5943046.4,1984,6.725185470182189,2.0444858315806687,15.597732590086805,13.691874049111204
United States,MARYLAND,55441.16,152868.4955366863,1981,2.757310552966177,1.3237034230016689,11.937339866039915,10.923095594143785
United States,MISSOURI,374329.0,981792.9457870672,1972,2.622807599162948,1.2872493051102922,13.797136734144896,12.832893040293323
China,zhejiang,218700.0,310000.0,1969,1.417466849565615,0.8827202355586824,12.644330802262578,12.295460779128113
United States,KENTUCKY,178059.2,754408.8830829524,2012,4.236843044801685,1.6557188444074575,13.533691110802732,12.089876974343925
France,Lorraine,93185.0,87320.0,1942,0.9370606857326824,0.6611717136876712,11.377346262728402,11.442352774798065
France,Limousin,124650.0,156290.0,1925,1.253830726032892,0.8126313134331968,11.95947493317779,11.73327311138242
France,Auvergne,110612.0,749981.6,2000,6.780291469280004,2.0515938014062836,13.52780528524337,11.613792901850168
United States,OHIO,777390.2799999998,1150174.178097104,1940,1.47953249183551,0.9080700310497425,13.955424817518672,13.563699080460582
Spain,asturias,52.0,57.0,2011,1.096153846153846,0.7401041636477163,4.060443010546419,3.970291913552122
United States,MONTANA,4451.48,5551.926845199217,1875,1.24415232267986,0.8083278653388205,8.622080427230685,8.401216523295222
United States,COLORADO,999964.28,1813819.943392118,1960,1.81578987634358,1.035242817736034,14.410946196622138,13.815475837361522
United States,NEW MEXICO,42491.4,77155.45395166558,2012,1.81578987634358,1.035242817736034,11.253590508883066,10.657080515392263
China,henan,5280000.0,30822200.0,2010,5.837537878787877,1.922427707592042,17.24374579997214,15.479436845076366
United States,PENNSYLVANIA,570598.7999999999,422109.7322011757,1885,0.7397662459177548,0.5537507627752423,12.953022957178648,13.254443367253238
Australia,Western Australia,4260200.0,5376800.0,1987,1.262100370874607,0.8162937493331035,15.497604145622104,15.264826900231057
